,first,second,third,allCorrect
5174,False,True,True,False
5175,False,True,True,False
5176,True,True,False,False
5177,True,False,False,False
5178,False,True,False,False
5179,False,True,False,False
5180,False,True,True,False
5181,False,True,True,False
5182,True,True,False,False
5183,True,True,True,True
5184,False,True,False,False
5185,True,True,True,True
5186,False,True,True,False
5187,True,False,True,False
5188,False,True,True,False
5189,False,True,False,False
5190,True,True,True,True
5191,False,True,True,False
5192,False,True,False,False
5193,True,False,False,False
5194,True,True,True,True
5195,False,False,False,False
5196,False,True,True,False
5197,False,True,False,False
5198,False,True,True,False
5199,False,True,False,False
5200,False,False,False,False
5201,True,True,False,False
5202,False,True,True,False
5203,True,True,False,False
5204,False,False,False,False
5205,False,True,True,False
5206,False,True,True,False
5207,False,True,True,False
5208,True,True,False,False
5209,True,True,True,True
5210,False,True,True,False
5211,True,True,True,True
5212,False,True,True,False
5213,False,True,False,False
5214,False,True,False,False
5215,False,True,True,False
5216,False,True,False,False
5217,True,False,True,False
5218,False,True,False,False
5219,True,True,False,False
5220,False,False,True,False
5221,True,True,True,True
5222,True,True,False,False
5223,False,True,False,False
5224,True,True,False,False
5225,False,True,False,False
5226,False,True,True,False
5227,False,True,True,False
5228,True,False,True,False
5229,False,True,True,False
5230,False,False,True,False
5231,True,False,True,False
5232,True,True,False,False
5233,False,True,True,False
5234,False,False,True,False
5235,True,True,True,True
5236,True,True,True,True
5237,True,True,False,False
5238,True,True,False,False
5239,True,True,False,False
5240,False,True,False,False
5241,False,True,True,False
5242,True,True,True,True
5243,True,True,True,True
5244,False,True,True,False
5245,True,False,False,False
5246,True,True,True,True
5247,False,True,False,False
5248,False,False,False,False
5249,False,True,False,False
5250,False,True,True,False
5251,False,True,False,False
5252,False,False,True,False
5253,False,True,True,False
5254,True,True,True,True
5255,False,False,True,False
5256,False,True,False,False
5257,True,True,False,False
5258,True,True,True,True
5259,False,True,True,False
5260,False,False,True,False
5261,True,True,False,False
5262,True,True,True,True
5263,True,True,True,True
5264,False,True,False,False
5265,False,True,False,False
5266,True,True,False,False
5267,True,True,True,True
5268,True,True,True,True
5269,True,True,True,True
5270,True,True,True,True
5271,False,True,False,False
5272,True,True,True,True
5273,False,True,False,False
5274,True,True,False,False
5275,False,True,True,False
5276,True,True,True,True
5277,False,True,False,False
5278,True,True,True,True
5279,True,True,False,False
5280,False,True,False,False
5281,False,True,False,False
5282,False,True,False,False
5283,True,True,True,True
5284,False,True,True,False
5285,False,True,True,False
5286,True,True,False,False
5287,True,True,False,False
5288,True,True,False,False
5289,True,True,True,True
5290,False,True,False,False
5291,False,True,False,False
5292,False,False,False,False
5293,True,True,True,True
5294,True,True,True,True
5295,True,True,False,False
5296,True,True,True,True
5297,True,True,True,True
5298,False,True,False,False
5299,True,True,False,False
5300,False,True,False,False
5301,False,True,False,False
5302,True,True,False,False
5303,False,True,False,False
5304,True,True,True,True
5305,False,True,False,False
5306,True,True,True,True
5307,True,True,True,True
5308,True,False,True,False
5309,False,True,False,False
5310,True,True,True,True
5311,True,True,True,True
5312,False,True,True,False
5313,False,True,True,False
5314,True,True,False,False
5315,True,True,False,False
5316,True,True,True,True
5317,True,True,True,True
5318,False,False,True,False
5319,False,False,False,False
5320,True,True,False,False
5321,False,True,False,False
5322,False,False,False,False
5323,False,True,True,False
5324,True,True,False,False
5325,True,True,True,True
5326,False,True,False,False
5327,True,True,False,False
5328,True,True,True,True
5329,False,True,True,False
5330,False,True,False,False
5331,True,True,True,True
5332,True,True,False,False
5333,False,True,True,False
5334,True,True,False,False
5335,False,True,True,False
5336,False,True,False,False
5337,True,True,False,False
5338,False,True,False,False
5339,True,True,False,False
5340,False,False,False,False
5341,False,True,False,False
5342,True,True,False,False
5343,False,True,True,False
5344,True,True,True,True
5345,True,True,True,True
5346,False,False,True,False
5347,True,True,False,False
5348,True,True,True,True
5349,True,True,True,True
5350,False,True,True,False
5351,True,True,False,False
5352,False,True,False,False
5353,False,True,True,False
5354,True,False,True,False
5355,False,False,True,False
5356,True,False,False,False
5357,False,True,True,False
5358,False,False,False,False
5359,False,True,True,False
5360,True,True,True,True
5361,True,True,True,True
5362,False,True,False,False
5363,True,True,True,True
5364,False,True,False,False
5365,False,True,True,False
5366,True,True,False,False
5367,False,True,True,False
5368,True,True,True,True
5369,False,False,True,False
5370,True,True,True,True
5371,True,True,True,True
5372,False,True,True,False
5373,True,True,False,False
5374,False,True,False,False
5375,True,True,True,True
5376,False,True,False,False
5377,False,True,False,False
5378,True,True,True,True
5379,False,True,True,False
5380,True,True,True,True
5381,True,True,False,False
5382,True,True,False,False
5383,False,True,True,False
5384,False,True,False,False
5385,True,True,False,False
5386,True,True,True,True
5387,True,True,True,True
5388,False,True,True,False
5389,True,True,True,True
5390,False,True,True,False
